SITEUUID,DEVICEUUID,STAMP,DEVICE_TYPE,DEVICE_ID,DATA,DATECREATED,SERVER_SOURCE
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-07T05:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -61.0, ""accumulated_nanoampere_hour"": 935856339844, ""minimum_milliampere"": 1239.6167, ""average_milliampere"": 1333.89511729167, ""maximum_milliampere"": 1438.4214, ""supply_voltage"": 5, ""temperature_celsius"": 24}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-07T04:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -60.0, ""accumulated_nanoampere_hour"": 934524251378, ""minimum_milliampere"": 1239.7723, ""average_milliampere"": 1368.57815, ""maximum_milliampere"": 1509.23, ""supply_voltage"": 5, ""temperature_celsius"": 24}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-07T03:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -60.5, ""accumulated_nanoampere_hour"": 933155165367, ""minimum_milliampere"": 1275.057, ""average_milliampere"": 1387.85678333333, ""maximum_milliampere"": 1517.0067, ""supply_voltage"": 5, ""temperature_celsius"": 23.5}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-07T02:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -60.5, ""accumulated_nanoampere_hour"": 931758786149, ""minimum_milliampere"": 1324.3324, ""average_milliampere"": 1394.9356125, ""maximum_milliampere"": 1505.647, ""supply_voltage"": 5, ""temperature_celsius"": 23}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-07T01:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -60.0, ""accumulated_nanoampere_hour"": 930343704045, ""minimum_milliampere"": 1307.3268, ""average_milliampere"": 1408.27438875, ""maximum_milliampere"": 1496.9095, ""supply_voltage"": 5, ""temperature_celsius"": 23}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-07T00:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -60.0, ""accumulated_nanoampere_hour"": 928970548118, ""minimum_milliampere"": 1309.0963, ""average_milliampere"": 1402.35269666667, ""maximum_milliampere"": 1524.9966, ""supply_voltage"": 5, ""temperature_celsius"": 23}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-06T23:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -59.5, ""accumulated_nanoampere_hour"": 927567155893, ""minimum_milliampere"": 1332.0299, ""average_milliampere"": 1403.65525333333, ""maximum_milliampere"": 1519.5479, ""supply_voltage"": 5, ""temperature_celsius"": 23}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-06T22:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -59.0, ""accumulated_nanoampere_hour"": 926163439338, ""minimum_milliampere"": 1330.1459, ""average_milliampere"": 1407.90237, ""maximum_milliampere"": 1508.3352, ""supply_voltage"": 5, ""temperature_celsius"": 23}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-06T21:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -59.0, ""accumulated_nanoampere_hour"": 924759324111, ""minimum_milliampere"": 1332.3195, ""average_milliampere"": 1410.80826666667, ""maximum_milliampere"": 1509.2301, ""supply_voltage"": 5, ""temperature_celsius"": 22.5}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-06T20:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -59.5, ""accumulated_nanoampere_hour"": 923351746165, ""minimum_milliampere"": 1330.8708, ""average_milliampere"": 1417.89545625, ""maximum_milliampere"": 1567.2911, ""supply_voltage"": 5, ""temperature_celsius"": 22.5}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-06T19:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -59.5, ""accumulated_nanoampere_hour"": 921943872041, ""minimum_milliampere"": 1326.6608, ""average_milliampere"": 1409.42496041667, ""maximum_milliampere"": 1590.6255, ""supply_voltage"": 5, ""temperature_celsius"": 22}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-06T18:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -59.0, ""accumulated_nanoampere_hour"": 920533237008, ""minimum_milliampere"": 1328.2593, ""average_milliampere"": 1400.15372958333, ""maximum_milliampere"": 1509.1023, ""supply_voltage"": 5, ""temperature_celsius"": 22.5}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-06T17:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -60.0, ""accumulated_nanoampere_hour"": 919131723011, ""minimum_milliampere"": 1244.7413, ""average_milliampere"": 1353.46259166667, ""maximum_milliampere"": 1504.1088, ""supply_voltage"": 5, ""temperature_celsius"": 22}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-06T16:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -59.5, ""accumulated_nanoampere_hour"": 917784491283, ""minimum_milliampere"": 1235.0957, ""average_milliampere"": 1318.41176333333, ""maximum_milliampere"": 1442.7065, ""supply_voltage"": 5, ""temperature_celsius"": 22}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-06T15:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -58.0, ""accumulated_nanoampere_hour"": 916456994317, ""minimum_milliampere"": 1244.7413, ""average_milliampere"": 1376.82866375, ""maximum_milliampere"": 1502.1838, ""supply_voltage"": 5, ""temperature_celsius"": 22}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-06T14:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -57.0, ""accumulated_nanoampere_hour"": 915087500143, ""minimum_milliampere"": 1277.9281, ""average_milliampere"": 1383.85106166667, ""maximum_milliampere"": 1537.594, ""supply_voltage"": 5, ""temperature_celsius"": 22.5}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-06T13:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -59.5, ""accumulated_nanoampere_hour"": 913699441801, ""minimum_milliampere"": 1294.7242, ""average_milliampere"": 1388.59065083333, ""maximum_milliampere"": 1547.5978, ""supply_voltage"": 5, ""temperature_celsius"": 23}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-06T12:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -59.5, ""accumulated_nanoampere_hour"": 912305119923, ""minimum_milliampere"": 1273.3917, ""average_milliampere"": 1386.20605333333, ""maximum_milliampere"": 1493.8138, ""supply_voltage"": 5, ""temperature_celsius"": 23.5}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-06T11:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -58.5, ""accumulated_nanoampere_hour"": 910912023797, ""minimum_milliampere"": 1304.2245, ""average_milliampere"": 1387.9776775, ""maximum_milliampere"": 1488.6395, ""supply_voltage"": 5, ""temperature_celsius"": 24}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-06T10:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -59.0, ""accumulated_nanoampere_hour"": 909526356205, ""minimum_milliampere"": 1250.6165, ""average_milliampere"": 1355.59716291667, ""maximum_milliampere"": 1512.2946, ""supply_voltage"": 5, ""temperature_celsius"": 24}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-06T09:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -58.5, ""accumulated_nanoampere_hour"": 908164417367, ""minimum_milliampere"": 1245.0514, ""average_milliampere"": 1341.33995666667, ""maximum_milliampere"": 1452.8326, ""supply_voltage"": 5, ""temperature_celsius"": 24}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-06T08:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -59.0, ""accumulated_nanoampere_hour"": 906821553994, ""minimum_milliampere"": 1254.1592, ""average_milliampere"": 1335.53312458333, ""maximum_milliampere"": 1447.5121, ""supply_voltage"": 5, ""temperature_celsius"": 23.5}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-06T07:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -59.0, ""accumulated_nanoampere_hour"": 905488140742, ""minimum_milliampere"": 1231.3416, ""average_milliampere"": 1326.32787916667, ""maximum_milliampere"": 1441.7704, ""supply_voltage"": 5, ""temperature_celsius"": 24}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-06T06:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -59.0, ""accumulated_nanoampere_hour"": 904156174899, ""minimum_milliampere"": 1246.2902, ""average_milliampere"": 1330.41531666667, ""maximum_milliampere"": 1450.7067, ""supply_voltage"": 5, ""temperature_celsius"": 24}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-06T05:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -58.5, ""accumulated_nanoampere_hour"": 902824651377, ""minimum_milliampere"": 1244.5864, ""average_milliampere"": 1328.81828083333, ""maximum_milliampere"": 1458.3987, ""supply_voltage"": 5, ""temperature_celsius"": 24}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-06T04:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -58.5, ""accumulated_nanoampere_hour"": 901491308322, ""minimum_milliampere"": 1208.8915, ""average_milliampere"": 1356.75610583333, ""maximum_milliampere"": 1497.0385, ""supply_voltage"": 5, ""temperature_celsius"": 24}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-06T03:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -59.0, ""accumulated_nanoampere_hour"": 900107253761, ""minimum_milliampere"": 1293.8296, ""average_milliampere"": 1393.38113625, ""maximum_milliampere"": 1547.9717, ""supply_voltage"": 5, ""temperature_celsius"": 23}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-06T02:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -60.5, ""accumulated_nanoampere_hour"": 898710133357, ""minimum_milliampere"": 1314.3903, ""average_milliampere"": 1401.74876666667, ""maximum_milliampere"": 1498.5839, ""supply_voltage"": 5, ""temperature_celsius"": 22.5}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-06T01:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -61.0, ""accumulated_nanoampere_hour"": 897331547911, ""minimum_milliampere"": 1332.3196, ""average_milliampere"": 1416.36514083333, ""maximum_milliampere"": 1507.9514, ""supply_voltage"": 5, ""temperature_celsius"": 23}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-06T00:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -59.0, ""accumulated_nanoampere_hour"": 895907739916, ""minimum_milliampere"": 1324.6235, ""average_milliampere"": 1411.24070791667, ""maximum_milliampere"": 1519.2938, ""supply_voltage"": 5, ""temperature_celsius"": 23}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-05T23:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -59.5, ""accumulated_nanoampere_hour"": 894498192730, ""minimum_milliampere"": 1331.8851, ""average_milliampere"": 1417.66059, ""maximum_milliampere"": 1518.6589, ""supply_voltage"": 5, ""temperature_celsius"": 23}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-05T22:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -59.5, ""accumulated_nanoampere_hour"": 893083304411, ""minimum_milliampere"": 1328.4045, ""average_milliampere"": 1413.17065166667, ""maximum_milliampere"": 1587.2262, ""supply_voltage"": 5, ""temperature_celsius"": 23}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-05T21:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -59.0, ""accumulated_nanoampere_hour"": 891673469562, ""minimum_milliampere"": 1315.2708, ""average_milliampere"": 1408.76344166667, ""maximum_milliampere"": 1516.2437, ""supply_voltage"": 5, ""temperature_celsius"": 22}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-05T20:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -59.5, ""accumulated_nanoampere_hour"": 890262102905, ""minimum_milliampere"": 1324.478, ""average_milliampere"": 1424.00912166667, ""maximum_milliampere"": 1521.1973, ""supply_voltage"": 5, ""temperature_celsius"": 22.5}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-05T19:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -60.0, ""accumulated_nanoampere_hour"": 888853217996, ""minimum_milliampere"": 1326.5155, ""average_milliampere"": 1411.1152125, ""maximum_milliampere"": 1519.4209, ""supply_voltage"": 5, ""temperature_celsius"": 23}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-05T18:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -60.0, ""accumulated_nanoampere_hour"": 887448008509, ""minimum_milliampere"": 1257.2316, ""average_milliampere"": 1361.18252416667, ""maximum_milliampere"": 1497.1674, ""supply_voltage"": 5, ""temperature_celsius"": 22.5}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-05T17:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -60.0, ""accumulated_nanoampere_hour"": 886090661431, ""minimum_milliampere"": 1253.5437, ""average_milliampere"": 1346.33353458333, ""maximum_milliampere"": 1469.3359, ""supply_voltage"": 5, ""temperature_celsius"": 22}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-05T16:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -59.0, ""accumulated_nanoampere_hour"": 884746540936, ""minimum_milliampere"": 1262.743, ""average_milliampere"": 1361.82654895833, ""maximum_milliampere"": 1473.4003, ""supply_voltage"": 5, ""temperature_celsius"": 22.5}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-05T15:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -61.0, ""accumulated_nanoampere_hour"": 883387852513, ""minimum_milliampere"": 1302.3002, ""average_milliampere"": 1390.94914583333, ""maximum_milliampere"": 1519.4208, ""supply_voltage"": 5, ""temperature_celsius"": 22.5}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-05T14:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -63.5, ""accumulated_nanoampere_hour"": 882003955476, ""minimum_milliampere"": 1272.634, ""average_milliampere"": 1378.65441166667, ""maximum_milliampere"": 1506.0314, ""supply_voltage"": 5, ""temperature_celsius"": 23}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-05T13:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -62.5, ""accumulated_nanoampere_hour"": 880622099292, ""minimum_milliampere"": 1312.7748, ""average_milliampere"": 1385.22353583333, ""maximum_milliampere"": 1490.8406, ""supply_voltage"": 5, ""temperature_celsius"": 23}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-05T12:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -61.0, ""accumulated_nanoampere_hour"": 879238617316, ""minimum_milliampere"": 1307.7693, ""average_milliampere"": 1390.83803875, ""maximum_milliampere"": 1479.8016, ""supply_voltage"": 5, ""temperature_celsius"": 23}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-05T11:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -62.0, ""accumulated_nanoampere_hour"": 877852242854, ""minimum_milliampere"": 1299.6313, ""average_milliampere"": 1386.64283041667, ""maximum_milliampere"": 1482.5366, ""supply_voltage"": 5, ""temperature_celsius"": 23.5}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-05T10:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -61.5, ""accumulated_nanoampere_hour"": 876470439107, ""minimum_milliampere"": 1293.5314, ""average_milliampere"": 1384.00169916667, ""maximum_milliampere"": 1538.5973, ""supply_voltage"": 5, ""temperature_celsius"": 24}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-05T09:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -62.0, ""accumulated_nanoampere_hour"": 875091284811, ""minimum_milliampere"": 1303.4846, ""average_milliampere"": 1389.58118, ""maximum_milliampere"": 1500.6422, ""supply_voltage"": 5, ""temperature_celsius"": 24}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-05T08:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -61.5, ""accumulated_nanoampere_hour"": 873702120867, ""minimum_milliampere"": 1252.774, ""average_milliampere"": 1380.89953416667, ""maximum_milliampere"": 1506.5437, ""supply_voltage"": 5, ""temperature_celsius"": 24}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-05T07:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -62.0, ""accumulated_nanoampere_hour"": 872321654439, ""minimum_milliampere"": 1252.6201, ""average_milliampere"": 1343.87235625, ""maximum_milliampere"": 1447.3787, ""supply_voltage"": 5, ""temperature_celsius"": 23.5}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-05T06:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -62.0, ""accumulated_nanoampere_hour"": 870985526241, ""minimum_milliampere"": 1242.7252, ""average_milliampere"": 1322.61769104167, ""maximum_milliampere"": 1454.6906, ""supply_voltage"": 5, ""temperature_celsius"": 23}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-05T05:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -62.0, ""accumulated_nanoampere_hour"": 869649271079, ""minimum_milliampere"": 1250.9249, ""average_milliampere"": 1328.73783333333, ""maximum_milliampere"": 1443.2413, ""supply_voltage"": 5, ""temperature_celsius"": 24}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-05T04:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -63.0, ""accumulated_nanoampere_hour"": 868313221352, ""minimum_milliampere"": 1199.6007, ""average_milliampere"": 1326.08409722222, ""maximum_milliampere"": 1433.4509, ""supply_voltage"": 5, ""temperature_celsius"": 23.5}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-05T03:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -62.5, ""accumulated_nanoampere_hour"": 866983712931, ""minimum_milliampere"": 1220.6422, ""average_milliampere"": 1366.72675138889, ""maximum_milliampere"": 1502.1838, ""supply_voltage"": 5, ""temperature_celsius"": 22.5}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-05T02:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -62.0, ""accumulated_nanoampere_hour"": 865616569932, ""minimum_milliampere"": 1320.2474, ""average_milliampere"": 1398.82618, ""maximum_milliampere"": 1509.7413, ""supply_voltage"": 5, ""temperature_celsius"": 22}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-05T01:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -60.0, ""accumulated_nanoampere_hour"": 864218756680, ""minimum_milliampere"": 1323.8954, ""average_milliampere"": 1409.92574833333, ""maximum_milliampere"": 1524.2375, ""supply_voltage"": 5, ""temperature_celsius"": 22}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-05T00:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -58.5, ""accumulated_nanoampere_hour"": 862812467871, ""minimum_milliampere"": 1331.0159, ""average_milliampere"": 1418.3872825, ""maximum_milliampere"": 1521.0703, ""supply_voltage"": 5, ""temperature_celsius"": 23}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-04T23:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -58.5, ""accumulated_nanoampere_hour"": 861400519822, ""minimum_milliampere"": 1299.6312, ""average_milliampere"": 1414.25368375, ""maximum_milliampere"": 1531.4342, ""supply_voltage"": 5, ""temperature_celsius"": 23}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-04T22:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -59.0, ""accumulated_nanoampere_hour"": 859986076353, ""minimum_milliampere"": 1324.6238, ""average_milliampere"": 1411.64590291667, ""maximum_milliampere"": 1544.2288, ""supply_voltage"": 5, ""temperature_celsius"": 23}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-04T21:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -64.0, ""accumulated_nanoampere_hour"": 858578340041, ""minimum_milliampere"": 1331.5953, ""average_milliampere"": 1410.56707166667, ""maximum_milliampere"": 1531.686, ""supply_voltage"": 5, ""temperature_celsius"": 23}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-04T20:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -66.0, ""accumulated_nanoampere_hour"": 857165460138, ""minimum_milliampere"": 1304.3723, ""average_milliampere"": 1408.91283958333, ""maximum_milliampere"": 1516.7523, ""supply_voltage"": 5, ""temperature_celsius"": 22}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-04T19:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -65.0, ""accumulated_nanoampere_hour"": 855752772204, ""minimum_milliampere"": 1252.1581, ""average_milliampere"": 1339.97005958333, ""maximum_milliampere"": 1515.0983, ""supply_voltage"": 5, ""temperature_celsius"": 22.5}",2000-01-01T20:00:00.0000000Z,deviaqpro
9f02171a-32a0-4695-a7f2-aad43528af58,7b794dd5-e29c-4851-a533-100c57dc4cff,2022-08-04T18:00:00.0000000Z,VU-HOTDROP,2,"{""rssi"": -64.5, ""accumulated_nanoampere_hour"": 854408119433, ""minimum_milliampere"": 1241.9487, ""average_milliampere"": 1332.10532166667, ""maximum_milliampere"": 1443.9094, ""supply_voltage"": 5, ""temperature_celsius"": 23}",2000-01-01T20:00:00.0000000Z,deviaqpro
